VAL_PUTIN,HABITAT,MAN,AGE,IDEOL,INCOME
10,c. <10k hab,1,70,3.0,950.0
2,c. <10k hab,1,46,4.0,4750.0
0,a. >150k hab,0,67,5.0,
3,a. >150k hab,1,85,6.0,1500.0
2,a. >150k hab,0,43,4.0,950.0
3,a. >150k hab,1,58,5.0,150.0
2,a. >150k hab,1,32,,
5,b. 10k-150k hab,1,49,5.0,1900.0
0,b. 10k-150k hab,1,36,0.0,1900.0
5,b. 10k-150k hab,1,61,,2200.0
10,b. 10k-150k hab,1,43,5.0,2200.0
0,b. 10k-150k hab,1,64,1.0,1100.0
0,b. 10k-150k hab,0,45,4.0,3500.0
2,b. 10k-150k hab,0,45,5.0,2700.0
5,b. 10k-150k hab,0,59,3.0,2700.0
5,a. >150k hab,0,50,,150.0
4,a. >150k hab,1,29,3.0,5500.0
2,b. 10k-150k hab,1,25,5.0,
5,b. 10k-150k hab,1,37,4.0,2200.0
4,b. 10k-150k hab,0,37,5.0,1500.0
4,b. 10k-150k hab,0,32,5.0,4750.0
8,b. 10k-150k hab,1,24,0.0,950.0
4,b. 10k-150k hab,0,66,10.0,
8,b. 10k-150k hab,1,40,5.0,1500.0
2,b. 10k-150k hab,1,38,3.0,3500.0
0,b. 10k-150k hab,0,55,3.0,2200.0
0,b. 10k-150k hab,0,64,5.0,2700.0
4,b. 10k-150k hab,0,62,5.0,2200.0
2,a. >150k hab,0,39,3.0,4750.0
3,b. 10k-150k hab,0,36,4.0,950.0
0,b. 10k-150k hab,0,67,5.0,950.0
3,b. 10k-150k hab,1,48,5.0,2700.0
0,b. 10k-150k hab,1,76,3.0,1500.0
0,b. 10k-150k hab,1,18,2.0,1100.0
0,b. 10k-150k hab,1,84,3.0,
1,b. 10k-150k hab,0,52,4.0,3500.0
0,b. 10k-150k hab,1,46,0.0,3500.0
0,b. 10k-150k hab,1,64,5.0,950.0
0,b. 10k-150k hab,1,88,5.0,750.0
6,b. 10k-150k hab,0,61,3.0,950.0
3,b. 10k-150k hab,0,51,6.0,1900.0
0,b. 10k-150k hab,0,42,3.0,4250.0
9,b. 10k-150k hab,0,34,6.0,1500.0
5,b. 10k-150k hab,1,50,5.0,1500.0
0,b. 10k-150k hab,1,49,4.0,2700.0
0,b. 10k-150k hab,1,57,3.0,2200.0
0,b. 10k-150k hab,0,40,3.0,1900.0
6,b. 10k-150k hab,0,52,0.0,1100.0
5,b. 10k-150k hab,1,32,5.0,
4,b. 10k-150k hab,1,54,4.0,1100.0
3,b. 10k-150k hab,1,73,3.0,1500.0
5,b. 10k-150k hab,1,49,0.0,1500.0
3,b. 10k-150k hab,0,69,4.0,750.0
4,a. >150k hab,0,83,4.0,1900.0
0,a. >150k hab,1,32,3.0,
4,a. >150k hab,0,65,5.0,
3,a. >150k hab,1,41,3.0,1900.0
0,a. >150k hab,0,63,5.0,
0,a. >150k hab,0,35,2.0,4250.0
1,a. >150k hab,0,33,4.0,3500.0
0,a. >150k hab,0,58,0.0,
2,a. >150k hab,1,29,7.0,
0,a. >150k hab,0,57,5.0,
3,a. >150k hab,1,59,6.0,2700.0
3,a. >150k hab,1,28,2.0,
0,b. 10k-150k hab,0,30,5.0,1500.0
5,b. 10k-150k hab,1,55,,1500.0
6,b. 10k-150k hab,0,50,5.0,1500.0
8,b. 10k-150k hab,1,34,5.0,3500.0
6,a. >150k hab,0,72,0.0,
2,a. >150k hab,1,54,5.0,
0,c. <10k hab,0,37,3.0,2700.0
0,b. 10k-150k hab,0,74,2.0,
4,b. 10k-150k hab,1,63,6.0,950.0
3,b. 10k-150k hab,0,24,3.0,
0,b. 10k-150k hab,0,18,2.0,2700.0
0,b. 10k-150k hab,0,56,1.0,3500.0
5,b. 10k-150k hab,0,50,5.0,2700.0
5,b. 10k-150k hab,1,34,0.0,2700.0
5,b. 10k-150k hab,0,66,5.0,2200.0
0,b. 10k-150k hab,1,57,6.0,3500.0
5,b. 10k-150k hab,0,33,5.0,1500.0
1,c. <10k hab,0,27,2.0,1500.0
5,c. <10k hab,0,55,3.0,2200.0
4,b. 10k-150k hab,0,21,5.0,
5,b. 10k-150k hab,0,38,5.0,2200.0
0,b. 10k-150k hab,1,52,4.0,
1,a. >150k hab,1,45,4.0,
3,b. 10k-150k hab,0,62,3.0,2200.0
4,c. <10k hab,0,60,5.0,1900.0
6,a. >150k hab,0,41,8.0,4250.0
7,c. <10k hab,0,22,6.0,1100.0
4,c. <10k hab,1,24,2.0,2200.0
1,c. <10k hab,0,71,5.0,
3,b. 10k-150k hab,0,53,5.0,750.0
7,b. 10k-150k hab,0,48,4.0,3500.0
4,b. 10k-150k hab,0,25,5.0,3500.0
2,b. 10k-150k hab,1,82,7.0,1100.0
7,b. 10k-150k hab,1,25,0.0,3500.0
3,b. 10k-150k hab,0,62,0.0,
0,b. 10k-150k hab,0,85,4.0,1500.0
8,b. 10k-150k hab,1,35,5.0,1500.0
0,b. 10k-150k hab,0,25,0.0,1500.0
6,b. 10k-150k hab,1,87,6.0,1100.0
8,b. 10k-150k hab,1,35,3.0,1500.0
5,b. 10k-150k hab,0,73,4.0,750.0
4,b. 10k-150k hab,1,41,2.0,
6,b. 10k-150k hab,1,29,5.0,2700.0
2,b. 10k-150k hab,1,50,2.0,3500.0
2,b. 10k-150k hab,0,60,3.0,950.0
1,b. 10k-150k hab,1,26,6.0,3500.0
3,b. 10k-150k hab,0,37,4.0,2700.0
0,b. 10k-150k hab,0,72,7.0,
2,b. 10k-150k hab,1,62,0.0,5500.0
5,b. 10k-150k hab,1,34,8.0,3500.0
5,b. 10k-150k hab,1,52,5.0,1500.0
2,b. 10k-150k hab,0,54,3.0,2200.0
4,b. 10k-150k hab,1,68,5.0,1500.0
3,b. 10k-150k hab,0,22,,1900.0
0,b. 10k-150k hab,1,49,5.0,1900.0
3,b. 10k-150k hab,1,47,3.0,2700.0
3,b. 10k-150k hab,1,44,5.0,
3,b. 10k-150k hab,0,68,5.0,1500.0
0,b. 10k-150k hab,0,49,5.0,1500.0
5,b. 10k-150k hab,0,65,5.0,1500.0
2,b. 10k-150k hab,0,31,3.0,
0,b. 10k-150k hab,0,49,3.0,
3,b. 10k-150k hab,1,43,3.0,2700.0
4,b. 10k-150k hab,1,66,5.0,450.0
3,b. 10k-150k hab,1,57,5.0,
0,b. 10k-150k hab,1,39,0.0,1500.0
2,b. 10k-150k hab,1,41,3.0,1500.0
7,b. 10k-150k hab,1,45,7.0,1100.0
4,b. 10k-150k hab,0,23,2.0,2200.0
0,b. 10k-150k hab,1,32,4.0,2700.0
0,b. 10k-150k hab,1,57,3.0,450.0
0,b. 10k-150k hab,1,65,5.0,1500.0
5,b. 10k-150k hab,1,79,5.0,1500.0
0,b. 10k-150k hab,0,64,5.0,950.0
5,b. 10k-150k hab,0,42,0.0,2700.0
0,b. 10k-150k hab,0,38,3.0,2200.0
5,b. 10k-150k hab,0,66,5.0,1100.0
0,b. 10k-150k hab,0,30,5.0,
0,b. 10k-150k hab,0,44,3.0,3500.0
6,b. 10k-150k hab,1,63,2.0,
0,b. 10k-150k hab,1,40,2.0,2200.0
4,b. 10k-150k hab,0,35,1.0,2700.0
2,b. 10k-150k hab,1,53,7.0,2700.0
0,b. 10k-150k hab,1,83,4.0,750.0
2,b. 10k-150k hab,1,78,0.0,1500.0
3,b. 10k-150k hab,1,74,7.0,1100.0
0,b. 10k-150k hab,1,43,5.0,3500.0
4,b. 10k-150k hab,0,62,6.0,2700.0
3,b. 10k-150k hab,0,62,3.0,
0,b. 10k-150k hab,0,53,3.0,4750.0
4,a. >150k hab,1,74,5.0,
0,a. >150k hab,0,68,0.0,
0,a. >150k hab,0,46,3.0,
4,b. 10k-150k hab,0,72,0.0,
1,a. >150k hab,0,36,6.0,3500.0
2,a. >150k hab,1,30,2.0,1500.0
2,c. <10k hab,1,42,5.0,
1,b. 10k-150k hab,0,46,4.0,1900.0
4,a. >150k hab,1,77,8.0,1100.0
0,a. >150k hab,0,48,2.0,3500.0
0,a. >150k hab,0,49,3.0,4250.0
5,a. >150k hab,0,49,0.0,2200.0
2,a. >150k hab,0,25,6.0,4250.0
2,a. >150k hab,0,46,7.0,3500.0
0,a. >150k hab,0,75,3.0,2200.0
0,a. >150k hab,1,44,3.0,6500.0
0,a. >150k hab,1,28,3.0,3500.0
3,a. >150k hab,1,34,2.0,1500.0
2,a. >150k hab,0,60,2.0,1100.0
0,c. <10k hab,0,41,2.0,1900.0
0,c. <10k hab,0,32,0.0,2700.0
0,a. >150k hab,1,47,0.0,150.0
0,a. >150k hab,0,44,2.0,4250.0
3,a. >150k hab,0,49,3.0,1900.0
0,a. >150k hab,1,65,5.0,
2,b. 10k-150k hab,0,44,2.0,2700.0
6,b. 10k-150k hab,1,44,6.0,2700.0
8,b. 10k-150k hab,0,35,0.0,2200.0
6,b. 10k-150k hab,1,28,4.0,1900.0
4,b. 10k-150k hab,1,30,4.0,1900.0
1,b. 10k-150k hab,1,39,2.0,2700.0
5,b. 10k-150k hab,1,72,5.0,1100.0
6,a. >150k hab,0,38,7.0,4750.0
6,a. >150k hab,0,52,4.0,2200.0
2,a. >150k hab,0,45,2.0,2700.0
0,a. >150k hab,1,50,3.0,2700.0
2,a. >150k hab,1,46,3.0,3500.0
6,a. >150k hab,1,48,5.0,1500.0
5,a. >150k hab,0,41,5.0,450.0
3,a. >150k hab,0,40,,
7,a. >150k hab,1,67,4.0,1500.0
7,a. >150k hab,1,82,0.0,750.0
7,a. >150k hab,0,66,4.0,1500.0
3,a. >150k hab,1,77,5.0,
4,a. >150k hab,1,59,3.0,1500.0
0,a. >150k hab,0,32,3.0,1900.0
5,a. >150k hab,0,57,4.0,
0,c. <10k hab,0,41,3.0,1900.0
7,c. <10k hab,1,68,5.0,2200.0
2,c. <10k hab,0,68,4.0,750.0
5,c. <10k hab,1,64,5.0,950.0
1,c. <10k hab,0,35,3.0,2200.0
0,c. <10k hab,1,73,5.0,1500.0
4,c. <10k hab,1,25,3.0,1100.0
2,a. >150k hab,0,43,3.0,4250.0
0,a. >150k hab,0,35,1.0,5500.0
5,a. >150k hab,1,41,6.0,1900.0
5,a. >150k hab,0,67,2.0,1500.0
0,a. >150k hab,1,48,4.0,2200.0
7,a. >150k hab,1,25,5.0,2700.0
0,a. >150k hab,1,55,4.0,2200.0
0,b. 10k-150k hab,1,43,5.0,3500.0
0,a. >150k hab,1,66,3.0,4250.0
0,a. >150k hab,1,52,5.0,
3,a. >150k hab,0,67,4.0,
2,a. >150k hab,1,75,3.0,3500.0
1,a. >150k hab,0,40,5.0,2200.0
5,a. >150k hab,1,30,2.0,1100.0
2,b. 10k-150k hab,0,40,5.0,2700.0
3,b. 10k-150k hab,0,31,3.0,950.0
3,a. >150k hab,1,33,3.0,2200.0
5,b. 10k-150k hab,0,28,3.0,3500.0
2,b. 10k-150k hab,1,45,7.0,5500.0
0,a. >150k hab,0,49,2.0,
3,a. >150k hab,0,48,5.0,3500.0
3,a. >150k hab,0,46,2.0,4250.0
6,a. >150k hab,1,30,5.0,1100.0
6,a. >150k hab,1,80,3.0,1500.0
8,a. >150k hab,1,80,5.0,
2,a. >150k hab,0,48,0.0,
0,a. >150k hab,1,57,1.0,2700.0
5,a. >150k hab,0,30,4.0,2200.0
3,a. >150k hab,0,70,0.0,
0,a. >150k hab,0,37,1.0,2700.0
7,b. 10k-150k hab,1,27,4.0,1500.0
2,b. 10k-150k hab,0,40,5.0,
4,b. 10k-150k hab,0,28,3.0,
2,b. 10k-150k hab,1,35,5.0,
3,b. 10k-150k hab,0,45,3.0,2200.0
0,a. >150k hab,1,44,5.0,3500.0
5,a. >150k hab,1,42,6.0,450.0
7,a. >150k hab,1,34,5.0,
10,a. >150k hab,1,38,10.0,2700.0
3,a. >150k hab,0,55,5.0,
6,a. >150k hab,1,28,5.0,2200.0
3,a. >150k hab,0,43,0.0,
2,b. 10k-150k hab,0,26,0.0,950.0
4,b. 10k-150k hab,1,63,6.0,3500.0
0,b. 10k-150k hab,1,24,5.0,2200.0
2,b. 10k-150k hab,1,41,4.0,1500.0
2,b. 10k-150k hab,1,47,2.0,2700.0
0,a. >150k hab,0,71,5.0,1500.0
3,c. <10k hab,0,72,5.0,1500.0
5,c. <10k hab,1,45,3.0,2200.0
1,c. <10k hab,1,27,0.0,
3,c. <10k hab,0,77,,
3,b. 10k-150k hab,0,34,0.0,2700.0
3,a. >150k hab,1,53,2.0,450.0
0,a. >150k hab,0,35,10.0,750.0
4,a. >150k hab,0,59,5.0,
0,a. >150k hab,0,65,5.0,1500.0
0,a. >150k hab,0,76,2.0,1100.0
6,a. >150k hab,0,43,4.0,1100.0
0,a. >150k hab,0,35,5.0,2200.0
2,a. >150k hab,0,29,0.0,6500.0
0,a. >150k hab,0,43,5.0,3500.0
2,a. >150k hab,0,38,4.0,
3,a. >150k hab,0,26,6.0,2700.0
10,b. 10k-150k hab,0,31,,1500.0
1,b. 10k-150k hab,1,35,5.0,2700.0
6,b. 10k-150k hab,0,71,6.0,
4,b. 10k-150k hab,0,82,5.0,
1,b. 10k-150k hab,1,72,3.0,2200.0
0,b. 10k-150k hab,1,49,6.0,3500.0
0,b. 10k-150k hab,1,71,4.0,1500.0
1,b. 10k-150k hab,1,21,2.0,2700.0
2,b. 10k-150k hab,0,38,3.0,4250.0
4,c. <10k hab,0,70,5.0,450.0
0,c. <10k hab,1,42,3.0,750.0
0,c. <10k hab,0,57,0.0,3500.0
2,c. <10k hab,0,61,4.0,3500.0
1,b. 10k-150k hab,0,67,5.0,1500.0
4,b. 10k-150k hab,0,61,1.0,2200.0
0,b. 10k-150k hab,0,49,3.0,3500.0
4,b. 10k-150k hab,1,72,4.0,3500.0
0,b. 10k-150k hab,1,51,5.0,2700.0
0,b. 10k-150k hab,1,28,2.0,3500.0
2,b. 10k-150k hab,0,29,2.0,1500.0
0,c. <10k hab,0,77,6.0,950.0
4,c. <10k hab,1,66,5.0,1500.0
2,c. <10k hab,0,72,5.0,450.0
5,c. <10k hab,1,73,,950.0
6,c. <10k hab,0,65,6.0,450.0
0,c. <10k hab,1,47,0.0,
0,c. <10k hab,0,61,5.0,2200.0
3,a. >150k hab,1,48,5.0,3500.0
2,a. >150k hab,0,47,4.0,2200.0
5,a. >150k hab,0,71,2.0,
1,a. >150k hab,0,44,3.0,2700.0
4,a. >150k hab,0,66,5.0,2700.0
2,a. >150k hab,0,72,7.0,3500.0
0,a. >150k hab,1,25,3.0,
7,a. >150k hab,1,49,5.0,
0,a. >150k hab,0,25,3.0,
2,a. >150k hab,0,33,2.0,1500.0
4,a. >150k hab,1,26,3.0,3500.0
2,a. >150k hab,0,36,2.0,
5,a. >150k hab,1,43,5.0,950.0
5,a. >150k hab,0,56,3.0,
3,a. >150k hab,0,39,2.0,3500.0
4,a. >150k hab,1,58,0.0,
4,a. >150k hab,1,48,3.0,
5,a. >150k hab,1,78,5.0,1500.0
5,b. 10k-150k hab,0,70,3.0,1900.0
1,b. 10k-150k hab,1,69,3.0,2200.0
0,a. >150k hab,0,33,3.0,2700.0
0,a. >150k hab,1,56,4.0,2700.0
9,a. >150k hab,1,21,6.0,2700.0
4,b. 10k-150k hab,0,52,2.0,2700.0
3,b. 10k-150k hab,0,57,5.0,3500.0
6,b. 10k-150k hab,0,64,4.0,450.0
5,b. 10k-150k hab,1,59,2.0,450.0
4,b. 10k-150k hab,0,22,4.0,2200.0
5,b. 10k-150k hab,0,47,5.0,1.0
3,b. 10k-150k hab,1,53,3.0,2200.0
1,a. >150k hab,0,51,3.0,
5,a. >150k hab,1,55,5.0,450.0
0,a. >150k hab,0,70,6.0,
6,a. >150k hab,0,37,9.0,1500.0
9,b. 10k-150k hab,1,34,7.0,2200.0
5,b. 10k-150k hab,1,44,2.0,450.0
5,b. 10k-150k hab,1,67,4.0,
1,b. 10k-150k hab,1,55,3.0,2200.0
5,b. 10k-150k hab,1,47,6.0,2700.0
1,b. 10k-150k hab,1,53,5.0,2700.0
0,b. 10k-150k hab,1,50,4.0,3500.0
0,b. 10k-150k hab,1,79,5.0,2200.0
1,b. 10k-150k hab,1,80,5.0,1500.0
1,b. 10k-150k hab,1,37,8.0,3500.0
6,b. 10k-150k hab,1,64,5.0,1500.0
0,b. 10k-150k hab,1,66,6.0,2700.0
3,b. 10k-150k hab,1,32,3.0,950.0
5,b. 10k-150k hab,0,71,3.0,2700.0
5,b. 10k-150k hab,1,21,2.0,
3,b. 10k-150k hab,1,38,6.0,1900.0
3,b. 10k-150k hab,1,35,4.0,4750.0
0,b. 10k-150k hab,1,43,5.0,2200.0
3,b. 10k-150k hab,1,44,3.0,2700.0
5,b. 10k-150k hab,1,73,3.0,950.0
2,b. 10k-150k hab,0,32,3.0,2700.0
0,b. 10k-150k hab,1,55,5.0,1100.0
5,b. 10k-150k hab,0,57,5.0,1500.0
8,b. 10k-150k hab,1,29,0.0,3500.0
0,b. 10k-150k hab,0,23,1.0,2700.0
2,b. 10k-150k hab,1,32,4.0,3500.0
4,b. 10k-150k hab,1,26,,4250.0
10,b. 10k-150k hab,0,35,4.0,4250.0
2,b. 10k-150k hab,0,82,5.0,4250.0
1,b. 10k-150k hab,1,33,4.0,4750.0
0,b. 10k-150k hab,1,26,0.0,
6,b. 10k-150k hab,1,38,4.0,1500.0
5,b. 10k-150k hab,1,25,5.0,1500.0
0,b. 10k-150k hab,0,28,5.0,
6,b. 10k-150k hab,1,25,3.0,450.0
5,b. 10k-150k hab,0,65,7.0,2200.0
6,b. 10k-150k hab,1,22,7.0,1100.0
4,b. 10k-150k hab,0,32,4.0,1900.0
1,b. 10k-150k hab,1,30,3.0,2700.0
2,b. 10k-150k hab,1,35,,
3,b. 10k-150k hab,1,64,3.0,3500.0
5,a. >150k hab,1,47,3.0,
4,a. >150k hab,1,49,0.0,2700.0
6,a. >150k hab,0,47,1.0,1100.0
2,a. >150k hab,0,44,6.0,4750.0
1,a. >150k hab,0,68,2.0,2200.0
2,a. >150k hab,1,60,3.0,5500.0
5,b. 10k-150k hab,0,28,5.0,3500.0
2,a. >150k hab,0,63,5.0,
3,b. 10k-150k hab,1,22,4.0,1100.0
4,b. 10k-150k hab,1,38,5.0,1500.0
2,a. >150k hab,1,68,6.0,2700.0
3,b. 10k-150k hab,1,66,5.0,
5,b. 10k-150k hab,1,70,6.0,3500.0
8,b. 10k-150k hab,1,35,2.0,2200.0
2,b. 10k-150k hab,1,20,,
8,a. >150k hab,1,57,,
1,a. >150k hab,1,38,0.0,
2,a. >150k hab,0,48,5.0,2700.0
0,b. 10k-150k hab,1,52,5.0,3500.0
0,a. >150k hab,1,86,5.0,4250.0
0,a. >150k hab,0,31,2.0,2700.0
0,b. 10k-150k hab,1,84,5.0,1500.0
4,a. >150k hab,0,42,5.0,2700.0
0,b. 10k-150k hab,0,74,4.0,2200.0
2,b. 10k-150k hab,1,51,2.0,3500.0
0,b. 10k-150k hab,1,46,0.0,4750.0
0,a. >150k hab,0,55,4.0,3500.0
7,a. >150k hab,1,75,0.0,
1,b. 10k-150k hab,1,64,5.0,2200.0
3,b. 10k-150k hab,0,32,3.0,1100.0
0,b. 10k-150k hab,0,25,1.0,2700.0
0,a. >150k hab,0,72,5.0,
2,a. >150k hab,0,66,3.0,750.0
3,a. >150k hab,0,44,3.0,2700.0
8,a. >150k hab,1,38,8.0,
0,a. >150k hab,0,74,3.0,1900.0
7,a. >150k hab,0,68,7.0,
4,a. >150k hab,1,45,3.0,2700.0
6,a. >150k hab,0,25,5.0,
5,a. >150k hab,0,67,8.0,
5,a. >150k hab,0,47,0.0,
5,a. >150k hab,1,25,5.0,4250.0
3,b. 10k-150k hab,1,54,7.0,3500.0
3,b. 10k-150k hab,1,25,4.0,1500.0
0,b. 10k-150k hab,1,50,4.0,1500.0
3,b. 10k-150k hab,1,41,5.0,950.0
4,b. 10k-150k hab,0,32,3.0,2700.0
7,a. >150k hab,1,18,6.0,1500.0
6,a. >150k hab,0,49,5.0,450.0
0,a. >150k hab,0,75,5.0,
5,a. >150k hab,1,46,5.0,2700.0
0,a. >150k hab,0,61,5.0,750.0
2,b. 10k-150k hab,1,74,4.0,950.0
4,b. 10k-150k hab,0,48,4.0,3500.0
4,b. 10k-150k hab,0,65,4.0,750.0
2,b. 10k-150k hab,1,41,2.0,3500.0
5,b. 10k-150k hab,0,37,9.0,1500.0
7,b. 10k-150k hab,0,62,7.0,450.0
3,b. 10k-150k hab,1,50,3.0,3500.0
2,b. 10k-150k hab,1,41,1.0,2700.0
0,b. 10k-150k hab,1,44,2.0,4750.0
4,a. >150k hab,1,26,2.0,2700.0
1,a. >150k hab,0,33,,1100.0
4,a. >150k hab,0,49,5.0,
0,a. >150k hab,0,24,2.0,2200.0
0,a. >150k hab,1,47,0.0,1900.0
0,a. >150k hab,1,36,4.0,4250.0
2,a. >150k hab,1,38,5.0,750.0
5,b. 10k-150k hab,1,55,5.0,1900.0
5,b. 10k-150k hab,1,36,4.0,3500.0
1,a. >150k hab,0,48,5.0,1500.0
2,a. >150k hab,1,20,5.0,1900.0
5,b. 10k-150k hab,1,27,,
0,a. >150k hab,1,46,1.0,4250.0
0,a. >150k hab,1,47,0.0,2200.0
0,b. 10k-150k hab,1,58,5.0,
5,a. >150k hab,1,18,4.0,6500.0
0,b. 10k-150k hab,1,30,5.0,1500.0
2,b. 10k-150k hab,1,22,2.0,3500.0
7,b. 10k-150k hab,0,40,5.0,1500.0
0,b. 10k-150k hab,0,22,1.0,1100.0
5,b. 10k-150k hab,1,64,0.0,
0,a. >150k hab,0,57,6.0,1500.0
5,a. >150k hab,1,49,8.0,3500.0
2,a. >150k hab,1,41,5.0,1500.0
10,a. >150k hab,1,48,5.0,1500.0
2,a. >150k hab,0,67,3.0,2700.0
3,a. >150k hab,1,64,5.0,1900.0
2,a. >150k hab,1,44,2.0,2700.0
3,b. 10k-150k hab,1,58,5.0,1900.0
8,a. >150k hab,0,55,1.0,
0,b. 10k-150k hab,1,45,3.0,1500.0
2,a. >150k hab,1,64,2.0,1500.0
0,a. >150k hab,1,66,3.0,1500.0
6,b. 10k-150k hab,0,33,3.0,2700.0
5,b. 10k-150k hab,0,30,4.0,1500.0
2,b. 10k-150k hab,1,62,2.0,4250.0
3,b. 10k-150k hab,0,42,3.0,3500.0
2,b. 10k-150k hab,1,50,5.0,
4,b. 10k-150k hab,1,41,5.0,
8,a. >150k hab,1,34,3.0,1500.0
9,b. 10k-150k hab,1,24,5.0,
0,b. 10k-150k hab,1,23,,
5,b. 10k-150k hab,1,26,,4750.0
3,b. 10k-150k hab,1,64,5.0,1500.0
2,b. 10k-150k hab,0,65,5.0,1100.0
3,b. 10k-150k hab,1,61,3.0,1900.0
0,b. 10k-150k hab,0,20,0.0,3500.0
0,b. 10k-150k hab,0,65,8.0,3500.0
2,b. 10k-150k hab,1,50,3.0,4750.0
6,b. 10k-150k hab,1,53,4.0,3500.0
3,b. 10k-150k hab,1,67,5.0,1900.0
2,a. >150k hab,0,67,2.0,1900.0
4,b. 10k-150k hab,1,41,2.0,1900.0
5,b. 10k-150k hab,1,36,2.0,
3,b. 10k-150k hab,1,39,2.0,1500.0
2,a. >150k hab,0,58,0.0,1500.0
6,b. 10k-150k hab,0,24,5.0,4750.0
0,a. >150k hab,0,66,0.0,1900.0
5,a. >150k hab,1,45,4.0,
5,b. 10k-150k hab,0,21,5.0,
0,a. >150k hab,1,49,5.0,750.0
0,b. 10k-150k hab,0,41,3.0,1900.0
0,a. >150k hab,0,29,2.0,3500.0
3,b. 10k-150k hab,0,60,4.0,2200.0
6,b. 10k-150k hab,1,60,5.0,1500.0
5,b. 10k-150k hab,1,48,5.0,750.0
4,b. 10k-150k hab,1,38,5.0,1500.0
7,a. >150k hab,1,25,4.0,
4,a. >150k hab,0,20,5.0,
6,a. >150k hab,1,37,4.0,
5,a. >150k hab,1,41,5.0,5500.0
3,a. >150k hab,0,63,5.0,2200.0
3,a. >150k hab,1,42,4.0,4750.0
3,a. >150k hab,1,48,7.0,5500.0
10,a. >150k hab,1,37,3.0,2700.0
6,a. >150k hab,1,47,5.0,4750.0
3,a. >150k hab,1,83,1.0,1500.0
0,a. >150k hab,1,35,3.0,5500.0
5,a. >150k hab,1,57,8.0,
3,a. >150k hab,0,30,3.0,2200.0
3,a. >150k hab,1,62,5.0,1900.0
5,a. >150k hab,1,25,4.0,
3,a. >150k hab,1,33,6.0,4250.0
0,a. >150k hab,1,54,3.0,
0,a. >150k hab,1,48,7.0,5500.0
2,a. >150k hab,1,37,1.0,3500.0
7,a. >150k hab,1,34,3.0,1500.0
0,a. >150k hab,0,23,0.0,1500.0
0,a. >150k hab,0,72,6.0,1900.0
4,a. >150k hab,1,31,2.0,3500.0
10,a. >150k hab,1,33,7.0,2200.0
7,a. >150k hab,1,28,3.0,
1,a. >150k hab,1,35,9.0,1500.0
4,a. >150k hab,1,47,4.0,950.0
3,a. >150k hab,0,63,5.0,2200.0
3,a. >150k hab,1,20,5.0,
0,a. >150k hab,1,36,5.0,1100.0
5,a. >150k hab,1,25,5.0,2200.0
